Ticket Number,Date,Application,Description,Incident Description,Steps Taken,Proposed Fix,ErrorNo
32,5/16/2021,SP_BK,Error when trying to create new document,SP_BK Error when trying to create new document,Verified data and checked for accuracy,Resolved issue by entering valid entry,ERRBKP0634
33,5/17/2021,SP_BK,Error with document postings,SP_BK Error with document postings,Verified document and checked for posting,Resolved issue by updating document type,
34,5/18/2021,SP_BK,Unable to save document,SP_BK Unable to save document,Verified document and checked for saving,Resolved issue by entering new reference number,
35,5/19/2021,SP_BK,Error when trying to create new document,SP_BK Error when trying to create new document,Verified data and checked for accuracy,Resolved issue by entering valid entry,
36,5/20/2021,SP_BK,Error when trying to post document,SP_BK Error when trying to post document,Verified document and checked for posting,Resolved issue by changing document type,
37,5/21/2021,SP_BK,Issue with account postings,SP_BK Issue with account postings,Verified accounts and checked for posting,Resolved issue by updating document type,
38,5/22/2021,SP_BK,Error when trying to run report,SP_BK Error when trying to run report,Verified data and checked for accuracy,Resolved issue by running report in background,
39,5/23/2021,SP_BK,Error when trying to post document,SP_BK Error when trying to post document,Verified document and checked for posting,Resolved issue by changing document type,
40,5/24/2021,SP_BK,Unable to save document,SP_BK Unable to save document,Verified document and checked for saving,Resolved issue by entering new reference number,
41,5/25/2021,SP_BK,Error when trying to create new document,SP_BK Error when trying to create new document,Verified data and checked for accuracy,Resolved issue by entering valid entry,
42,5/26/2021,SP_BK,Error with document postings,SP_BK Error with document postings,Verified document and checked for posting,Resolved issue by updating document type,
43,5/27/2021,SP_BK,Unable to save document,SP_BK Unable to save document,Verified document and checked for saving,Resolved issue by entering new reference number,
44,5/28/2021,SP_BK,Error when trying to create new document,SP_BK Error when trying to create new document,Verified data and checked for accuracy,Resolved issue by entering valid entry,
45,5/29/2021,SP_BK,Error when trying to post document,SP_BK Error when trying to post document,Verified document and checked for posting,Resolved issue by changing document type,ERRBKP0567
46,5/30/2021,SP_BK,Issue with account postings,SP_BK Issue with account postings,Verified accounts and checked for posting,Resolved issue by updating document type,
47,5/31/2021,SP_BK,Error when trying to run report,SP_BK Error when trying to run report,Verified data and checked for accuracy,Resolved issue by running report in background,
48,6/1/2021,SP_BK,Error when trying to post document,SP_BK Error when trying to post document,Verified document and checked for posting,Resolved issue by changing document type,
49,6/2/2021,SP_BK,Unable to save document,SP_BK Unable to save document,Verified document and checked for saving,Resolved issue by entering new reference number,
50,6/3/2021,SP_BK,Error when trying to create new document,SP_BK Error when trying to create new document,Verified data and checked for accuracy,Resolved issue by entering valid entry,
51,6/4/2021,SP_BK,Error with document postings,SP_BK Error with document postings,Verified document and checked for posting,Resolved issue by updating document type,
52,6/5/2021,SP_BK,Unable to save document,SP_BK Unable to save document,Verified document and checked for saving,Resolved issue by entering new reference number,
53,6/6/2021,SP_BK,Error when trying to create new document,SP_BK Error when trying to create new document,Verified data and checked for accuracy,Resolved issue by entering valid entry,
54,6/7/2021,SP_BK,Error when trying to post document,SP_BK Error when trying to post document,Verified document and checked for posting,Resolved issue by changing document type,
55,6/8/2021,SP_BK,Issue with account postings,SP_BK Issue with account postings,Verified accounts and checked for posting,Resolved issue by updating document type,
56,6/9/2021,SP_BK,Error when trying to run report,SP_BK Error when trying to run report,Verified data and checked for accuracy,Resolved issue by running report in background,
57,6/10/2021,SP_BK,Error when trying to post document,SP_BK Error when trying to post document,Verified document and checked for posting,Resolved issue by changing document type,
58,6/11/2021,SP_BK,Unable to save document,SP_BK Unable to save document,Verified document and checked for saving,Resolved issue by entering new reference number,
59,6/12/2021,SP_BK,Error when trying to create new document,SP_BK Error when trying to create new document,Verified data and checked for accuracy,Resolved issue by entering valid entry,
60,6/13/2021,SP_BK,Error with document postings,SP_BK Error with document postings,Verified document and checked for posting,Resolved issue by updating document type,
61,6/14/2021,SP_BK,Unable to save document,SP_BK Unable to save document,Verified document and checked for saving,Resolved issue by entering new reference number,
62,6/15/2021,SP_BK,Error when trying to create new document,SP_BK Error when trying to create new document,Verified data and checked for accuracy,Resolved issue by entering valid entry,ERRBKP0976
63,6/16/2021,SP_BK,Error when trying to post document,SP_BK Error when trying to post document,Verified document and checked for posting,Resolved issue by changing document type,
64,6/17/2021,SP_BK,Issue with account postings,SP_BK Issue with account postings,Verified accounts and checked for posting,Resolved issue by updating document type,
65,6/18/2021,SP_BK,Error when trying to run report,SP_BK Error when trying to run report,Verified data and checked for accuracy,Resolved issue by running report in background,
66,6/19/2021,SP_BK,Error when trying to post document,SP_BK Error when trying to post document,Verified document and checked for posting,Resolved issue by changing document type,
67,6/20/2021,SP_BK,Unable to save document,SP_BK Unable to save document,Verified document and checked for saving,Resolved issue by entering new reference number,
68,6/21/2021,SP_BK,Error when trying to create new document,SP_BK Error when trying to create new document,Verified data and checked for accuracy,Resolved issue by entering valid entry,
